,equity,drawdown
2015-06-18,98747.93308777112,-0.056021403564722516
2015-06-19,98747.93308777112,-0.056021403564722516
2015-06-22,98679.67674507706,-0.05667389850369886
2015-06-23,98764.41761716947,-0.055863820084868676
2015-06-24,98871.97043650807,-0.05483567138071632
2015-06-25,98993.6570757215,-0.05367241075036455
2015-06-26,98916.0837760317,-0.054413970925572985
2015-06-29,98523.70814263594,-0.05816487677348681
2015-06-30,98472.05094856802,-0.05865869253273592
2015-07-01,98610.72095166669,-0.057333079825719446
2015-07-02,98742.39713426243,-0.05607432438503401
2015-07-03,99216.90749137024,-0.05153825353382446
2015-07-06,99393.87464477358,-0.04984654009880651
2015-07-07,99337.00159472816,-0.050390216713375735
2015-07-08,99783.8530049704,-0.0461185509289318
2015-07-09,99432.73198323497,-0.049475084264997915
2015-07-10,100016.95779478402,-0.04389019104908487
2015-07-13,100205.91300447867,-0.04208387806551939
2015-07-14,100307.8450876225,-0.04110946065981724
2015-07-15,100332.6793332526,-0.040872058259580735
2015-07-16,100315.3840098603,-0.04103739250598215
2015-07-17,100634.07809649887,-0.03799084371057693
2015-07-20,100490.76689060537,-0.03936082388902318
2015-07-21,100160.68858338936,-0.042516199879349514
2015-07-22,99903.4812606527,-0.044974967368629826
2015-07-23,99472.26035873787,-0.049097213668016115
2015-07-24,99041.93368715288,-0.05321091159312008
2015-07-27,98903.61757072796,-0.05453314132861353
2015-07-28,99482.31047002043,-0.049001139860232246
2015-07-29,99372.82904589015,-0.05004772501755783
2015-07-30,99552.35778558344,-0.048331524157284256
2015-07-31,100008.84176881741,-0.043967776012749704
2015-08-03,99724.3437190857,-0.04668742857940755
2015-08-04,99750.23483725528,-0.0464399230304241
2015-08-05,100130.62500914038,-0.04280359192631178
2015-08-06,100421.76850815622,-0.040020412339981104
2015-08-07,101195.6050120918,-0.032622940068777195
2015-08-10,100279.40222011528,-0.04138135959793665
2015-08-11,102008.34193244713,-0.0248536001610119
2015-08-12,100485.43342872857,-0.03941180899523433
2015-08-13,100101.42789897877,-0.043082701029748094
2015-08-14,100265.36894718438,-0.04151551034793699
2015-08-17,99932.14785438067,-0.04470092972484574
2015-08-18,99060.51919451608,-0.05303324386270636
2015-08-19,100085.78155210968,-0.04323227192298085
2015-08-20,98771.62845364738,-0.05579488825931345
2015-08-21,98862.05089089666,-0.05493049704896824
2015-08-24,98531.57612179991,-0.058089663007529935
2015-08-25,98372.1851680664,-0.05961335716582805
2015-08-26,98480.34020972793,-0.058579451531222904
2015-08-27,97763.58328739741,-0.06543127285416073
2015-08-28,97737.43710868603,-0.06568121664853033
2015-08-31,96451.96535000205,-0.07796965437654968
2015-09-01,94505.81254775559,-0.09657385735343926
2015-09-02,94052.94753107982,-0.10090301007034985
2015-09-03,95310.34747774647,-0.08888292418402377
2015-09-04,95485.48409424354,-0.08720870972448291
2015-09-07,95194.28335557188,-0.08999243649198752
2015-09-08,95704.93213771099,-0.08511090119740472
2015-09-09,96261.47028535581,-0.07979068756812824
2015-09-10,96944.34720925211,-0.07326274131142319
2015-09-11,98181.80031351608,-0.06143333680652785
2015-09-14,98135.11260686694,-0.06187964686503078
2015-09-15,97900.41732333715,-0.06412321103299679
2015-09-16,96767.35949130253,-0.07495465133274815
2015-09-17,96385.32467716454,-0.07860670435667172
2015-09-18,96302.53331297774,-0.0793981464994915
2015-09-21,96073.17352004895,-0.08159070616770425
2015-09-22,96394.32201576524,-0.07852069450513999
2015-09-23,96532.05521168851,-0.07720403718478241
2015-09-24,96303.00757338166,-0.07939361281806212
2015-09-25,96030.3523166508,-0.08200005447725844
2015-09-28,95828.11419261018,-0.08393334517517992
2015-09-29,95636.87781917775,-0.08576146489105962
2015-09-30,95474.66363615534,-0.0873121476448474
2015-10-01,95478.22328103386,-0.08727811930145668
2015-10-02,95449.97334272784,-0.08754817393731207
2015-10-05,95204.51948994657,-0.08989458440073061
2015-10-06,95917.27585355594,-0.08308100632692672
2015-10-07,95742.44220648627,-0.08475232455719084
2015-10-08,95508.66453011835,-0.08698711688058602
2015-10-09,95980.82508811879,-0.08247350887992855
2015-10-12,96547.44758845704,-0.07705689411288796
2015-10-13,94475.99695856444,-0.09685887879294142
2015-10-14,94538.97764126802,-0.09625681640437256
2015-10-15,93879.94475258746,-0.10255682615453521
2015-10-16,95323.50003788601,-0.08875719258770765
2015-10-19,96091.19873411159,-0.08141839454821775
2015-10-20,96640.53859686742,-0.07616699275787053
2015-10-21,97946.63760632602,-0.0636813693002296
2015-10-22,97505.31921459566,-0.06790014232139674
2015-10-23,98034.38800500071,-0.06284252138121604
2015-10-26,98311.0155585087,-0.06019810664228986
2015-10-27,98890.53235033066,-0.05465822919221175
2015-10-28,98690.98280238049,-0.05656581850879894
2015-10-29,99604.41478192163,-0.047833886497422706
2015-10-30,100951.78286755453,-0.034953752254745174
2015-11-02,99843.39989260232,-0.045549313825417825
2015-11-03,101495.85638599434,-0.029752693961829668
2015-11-04,101629.5332289527,-0.028474813254396825
2015-11-05,102075.30181016354,-0.024213498749187545
2015-11-06,102098.8475720226,-0.02398841357994197
2015-11-09,103630.43691207624,-0.009347220490320551
2015-11-10,103841.05204138505,-0.00733385000309994
2015-11-11,104047.49747363983,-0.0053603396390183855
2015-11-12,104046.1088533856,-0.005373614122418546
2015-11-13,104775.75814439345,0.0
2015-11-16,105339.69671702788,0.0
2015-11-17,104053.53861905994,-0.01220962408333992
2015-11-18,103638.72703010733,-0.01614747089589441
2015-11-19,103213.61938021492,-0.020183059217686927
2015-11-20,101963.33156631074,-0.03205216320099169
2015-11-23,102027.63231594452,-0.031441749922448525
2015-11-24,101895.50877350413,-0.03269601157838731
2015-11-25,102529.68920957956,-0.02667567493569678
2015-11-26,103888.87145306576,-0.013772825527108234
2015-11-27,104453.93371824877,-0.008408634412139238
2015-11-30,105000.78463302263,-0.003217325420213246
2015-12-01,104177.0665736908,-0.011036961179603844
2015-12-02,104445.51298292118,-0.008488573272702027
2015-12-03,103658.28928274647,-0.015961764526417288
2015-12-04,104583.32056403179,-0.007180352484096542
2015-12-07,104418.8671768158,-0.008741524505103682
2015-12-08,105264.39625501871,-0.0007148346193880384
2015-12-09,105343.26508044418,0.0
2015-12-10,105939.52440671316,0.0
2015-12-11,104945.87082572166,-0.00937944158760573
2015-12-14,105947.26264749539,0.0
2015-12-15,105691.5153437244,-0.0024139113874220852
2015-12-16,106571.69467505338,0.0
2015-12-17,106644.4077713324,0.0
2015-12-18,107806.32574474,0.0
2015-12-21,108200.21933257648,0.0
2015-12-22,107787.55089005297,-0.0038139335120485063
2015-12-23,107655.69439085959,-0.005032567818029854
2015-12-24,107464.94433660455,-0.006795503747657916
2015-12-25,107484.29157224107,-0.006616694168935622
2015-12-28,107380.67472568016,-0.007574334062829147
2015-12-29,107286.60786387134,-0.008443711799668074
2015-12-30,106174.66499229246,-0.018720427303923093
2015-12-31,106512.54666608963,-0.015597682489898013
2016-01-01,106769.02458598335,-0.013227281380955858
2016-01-04,107072.2832638766,-0.010424526638277198
2016-01-05,106856.58219682248,-0.012418062958116982
2016-01-06,106165.68737962814,-0.01880339952634269
2016-01-07,106654.37517926861,-0.014286885579745334
2016-01-08,106714.53233175566,-0.013730905630183976
2016-01-11,106677.81912248513,-0.014070213715666524
2016-01-12,106215.42035375086,-0.01834376114086167
2016-01-13,105883.96191183019,-0.02140714164013635
2016-01-14,106193.5258310645,-0.01854611306603715
2016-01-15,106320.49297096426,-0.01737266683198191
2016-01-18,105661.81210485833,-0.023460278023243353
2016-01-19,104539.71557467525,-0.033830834914020724
2016-01-20,104147.70085962028,-0.03745388408594552
2016-01-21,103575.90001386349,-0.042738539230675276
2016-01-22,103725.6532064221,-0.04135450143960295
2016-01-25,104487.07282661997,-0.0343173657951964
2016-01-26,104047.42708913825,-0.03838062685135357
2016-01-27,104700.34130317095,-0.032346311781937476
2016-01-28,104531.39720967831,-0.03390771428680073
2016-01-29,104967.59305462244,-0.029876337570239775
2016-02-01,105149.40965035956,-0.02819596578487149
2016-02-02,105741.88344931656,-0.022720248613394167
2016-02-03,106172.90762645288,-0.018736669099461034
2016-02-04,107408.45196453365,-0.007317613336893181
2016-02-05,108558.30182791699,0.0
2016-02-08,109098.5201343845,0.0
2016-02-09,109540.64885686363,0.0
2016-02-10,109429.90391874357,-0.0010109939942456458
2016-02-11,108802.20760308151,-0.006741253237846356
2016-02-12,108085.54852988411,-0.013283656269745925
2016-02-15,108027.18233906728,-0.013816483046161121
2016-02-16,109549.50449686615,0.0
2016-02-17,109576.22675048262,0.0
2016-02-18,110540.57414581068,0.0
2016-02-19,110315.88681268739,-0.002032623178046089
2016-02-22,109166.92397984219,-0.012426660315302374
2016-02-23,108912.2659224913,-0.014730412212003996
2016-02-24,108139.157708084,-0.021724298577995738
2016-02-25,107915.30769175642,-0.023749347009826005
2016-02-26,107759.11124670685,-0.02516237065527538
2016-02-29,107733.73137615735,-0.02539196843641245
2016-03-01,107907.38728267852,-0.023820998610508348
2016-03-02,108378.4023134541,-0.019559983735062958
2016-03-03,109084.1143622723,-0.01317579354723819
2016-03-04,108626.25866392818,-0.017317763153259724
2016-03-07,108107.75979543303,-0.022008338288243334
2016-03-08,107909.15489897615,-0.02380500795448648
2016-03-09,108307.89335539321,-0.020197839640966664
2016-03-10,108697.57667238414,-0.016672588211777306
2016-03-11,108437.65047686873,-0.019023998067605907
2016-03-14,107629.18516323999,-0.026337740735183468
2016-03-15,106832.2943749451,-0.03354677501470282
2016-03-16,107100.03120965578,-0.03112470658616795
2016-03-17,106817.37229284877,-0.033681766914388844
2016-03-18,106882.6572520889,-0.03309116966315673
2016-03-21,105967.69189153453,-0.04136835989511145
2016-03-22,106645.4100367721,-0.035237415212812206
2016-03-23,105636.24194177636,-0.04436680596181064
2016-03-24,106685.50969635058,-0.034874655566516255
2016-03-25,106563.058237176,-0.03598240681641529
2016-03-28,106571.6014480052,-0.03590512106957333
2016-03-29,106634.03915843563,-0.0353402813180802
2016-03-30,106621.71908122375,-0.035451734305429694
2016-03-31,106735.89546725535,-0.03441884310766008
2016-04-01,106793.83349590679,-0.033894709511474774
2016-04-04,106750.1280353955,-0.034290088862894086
2016-04-05,106805.01874719096,-0.03379352267242852
2016-04-06,107133.21505357549,-0.03082451053439117
2016-04-07,107113.93090375203,-0.03099896367046795
2016-04-08,107033.69311104748,-0.031724831012161836
2016-04-11,106762.48868943058,-0.03417826879926045
2016-04-12,106541.27682554293,-0.03617945131162792
2016-04-13,105995.90344251592,-0.0411131454528183
2016-04-14,106146.18919018461,-0.039753592647615243
2016-04-15,106327.06401011092,-0.03811731726797307
2016-04-18,106477.33131225503,-0.036757931329323035
2016-04-19,106691.03090112843,-0.03482470825241457
2016-04-20,106581.29984121585,-0.03581738502074605
2016-04-21,107469.34070019492,-0.02778376600038812
2016-04-22,107815.95371590997,-0.024648147985071422
2016-04-25,108122.06102974963,-0.021878962858206785
2016-04-26,107952.32477157122,-0.023414473773452404
2016-04-27,108104.58471023195,-0.022037061544166403
2016-04-28,107232.02238495773,-0.029930654752061803
2016-04-29,101349.33026517923,-0.08314814674752424
2016-05-02,98795.94567544141,-0.1062472179208811
2016-05-03,99391.22791954655,-0.10086202566269797
2016-05-04,101387.09348743639,-0.08280652356934759
2016-05-05,102526.32747296008,-0.07250049798257108
2016-05-06,101958.48100795281,-0.07763749378158191
2016-05-09,101833.3770442381,-0.07876924078652947
2016-05-10,101264.21004510147,-0.08391818273417906
2016-05-11,100383.48836640686,-0.09188558914128597
2016-05-12,100270.88643272257,-0.09290423713144169
2016-05-13,100509.43197553954,-0.09074624632435291
2016-05-16,100456.04119444093,-0.09122924346373984
2016-05-17,99490.17686373182,-0.09996688878694104
2016-05-18,100574.37414716325,-0.09015875008484497
2016-05-19,100877.24763355695,-0.08741881962280318
2016-05-20,101456.63226288823,-0.08217744437386487
2016-05-23,101424.77948998626,-0.08246559895554773
2016-05-24,100905.59725048872,-0.08716235617351475
2016-05-25,102036.98470032495,-0.07692731389533869
2016-05-26,102176.66612596683,-0.07566369258052952
2016-05-27,102369.78473672808,-0.07391665433458638
2016-05-30,102471.8738215313,-0.07299311032740063
2016-05-31,102495.06130953362,-0.07278334582978074
2016-06-01,101941.47804557024,-0.07779131026493158
2016-06-02,101944.53677219304,-0.07776363964130373
2016-06-03,101745.49988467606,-0.07956421729394414
2016-06-06,101865.93085083994,-0.0784747443371181
2016-06-07,101994.18071680397,-0.07731453807842026
2016-06-08,100885.99810707087,-0.08733965888402884
2016-06-09,100309.10104329279,-0.09255853049054974
2016-06-10,101400.27362179282,-0.0826872901163076
2016-06-13,101257.92434924409,-0.0839750459801496
2016-06-14,101178.76206647593,-0.08469118377280971
2016-06-15,101561.87506385171,-0.08122537042475864
2016-06-16,100690.05451503802,-0.08911225318749605
2016-06-17,100153.67174906645,-0.09396461414288648
2016-06-20,101144.15807842366,-0.08500422709033972
2016-06-21,101489.80697197378,-0.081877330959927
2016-06-22,101046.12890695724,-0.08589104328632857
2016-06-23,101054.2080630268,-0.08581795558860317
2016-06-24,99624.15760996663,-0.09875483839485533
2016-06-27,100150.42447742667,-0.09399399042996359
2016-06-28,100114.71569220258,-0.09431702824209753
2016-06-29,101215.05662154299,-0.0843628468218981
2016-06-30,101035.63311553499,-0.0859859929598159
2016-07-01,100681.76075481766,-0.0891872822913744
2016-07-04,99815.93944510657,-0.09701989322542837
2016-07-05,99923.0769840096,-0.09605067862046623
2016-07-06,100025.45856158187,-0.09512448859147993
2016-07-07,99945.42476606721,-0.09584851048238385
2016-07-08,99868.37666677409,-0.09654552241568082
2016-07-11,100452.01323294996,-0.09126568222409637
2016-07-12,100531.53999627085,-0.09054624717560467
2016-07-13,102610.66137882472,-0.07173757534971592
2016-07-14,101768.0332447865,-0.07936037033291143
2016-07-15,100383.79753893471,-0.09188279222684759
2016-07-18,100294.76829137259,-0.09268819104307491
2016-07-19,100379.03012269779,-0.09192592042908254
2016-07-20,100299.5788341952,-0.09264467269825194
2016-07-21,100204.6212514142,-0.09350370191458068
2016-07-22,100387.18281732635,-0.09185216746831171
2016-07-25,100342.78830370438,-0.09225378030563436
2016-07-26,99718.64847611416,-0.09790003130815705
2016-07-27,100643.99416006208,-0.08952893597869616
2016-07-28,100498.22543846746,-0.0908476257242582
2016-07-29,100139.0538963748,-0.09409685384586075
2016-08-01,101287.9101941272,-0.08370378047320959
2016-08-02,101384.97545493119,-0.08282568424877745
2016-08-03,101700.09438546145,-0.079974975963921
2016-08-04,101861.10289109645,-0.07851842024328015
2016-08-05,102282.03419858478,-0.07471048536741187
2016-08-08,103473.08604995171,-0.0639356919436338
2016-08-09,104522.14911547238,-0.054445393258040986
2016-08-10,102603.11193008623,-0.07180587107548742
2016-08-11,103276.52692376413,-0.06571385464729684
2016-08-12,104059.26605257942,-0.05863284267622826
2016-08-15,104828.40542982315,-0.051674860205201956
2016-08-16,106238.22840137166,-0.03892096433988057
2016-08-17,106211.373849786,-0.039163902752252455
2016-08-18,106423.94014541307,-0.03724093195831857
2016-08-19,105804.53936382229,-0.04284431140859857
2016-08-22,106330.95105916011,-0.038082153265259655
2016-08-23,106100.27789661402,-0.04016892696196428
2016-08-24,105991.13813547637,-0.04115625457430039
2016-08-25,106061.36713612251,-0.04052093128971612
2016-08-26,106242.66397946951,-0.0388808380954484
2016-08-29,106226.24105716596,-0.03902940727405502
2016-08-30,105202.86620477555,-0.04828731877214898
2016-08-31,105334.54396419646,-0.04709610223977212
2016-09-01,105458.32102621315,-0.04597635898736774
2016-09-02,104817.58071115828,-0.05177278550320685
2016-09-05,105448.56164379387,-0.04606464677214439
2016-09-06,106090.7147284262,-0.04025543970411083
2016-09-07,105372.21104887594,-0.046755348765579186
2016-09-08,104796.33424761983,-0.051964990616149676
2016-09-09,104584.47519508554,-0.05388156336937988
2016-09-12,105030.67101969206,-0.04984507425165596
2016-09-13,105095.00463972059,-0.0492630832449541
2016-09-14,105335.39287607992,-0.04708842259915136
2016-09-15,105186.54738979119,-0.04843494614888788
2016-09-16,104547.4213147507,-0.054216769519892294
2016-09-19,104642.467770856,-0.053356936315299586
2016-09-20,104393.0748342687,-0.05561305754964685
2016-09-21,104444.09491457541,-0.05515150684122183
2016-09-22,104425.6962502318,-0.055317949475392814
2016-09-23,104740.29412540543,-0.05247195489281864
2016-09-26,105202.89901925268,-0.04828702191755607
2016-09-27,104616.4308924478,-0.05359247768650566
2016-09-28,104033.60303526731,-0.05886500193096722
2016-09-29,104720.34734817449,-0.052652402455942604
2016-09-30,105149.10429232538,-0.04877367333349991
2016-10-03,105082.1049062068,-0.049379780065225365
2016-10-04,105281.65449660437,-0.0475745642705766
2016-10-05,105323.5131617552,-0.04719589186477191
2016-10-06,106214.70147412574,-0.03913379955833063
2016-10-07,106260.7338437185,-0.038717369935556634
2016-10-10,107447.58894583167,-0.02798054220253232
2016-10-11,106496.9665450799,-0.0365803021377199
2016-10-12,106799.13202137696,-0.03384677665504521
2016-10-13,106387.445469347,-0.037571079294245524
2016-10-14,106058.02379041101,-0.040551176706273284
2016-10-17,106027.92477480449,-0.04082346600673248
2016-10-18,105147.0362808377,-0.04879238150019494
2016-10-19,104316.50249817848,-0.05630576551395705
2016-10-20,103698.9010015127,-0.0618928678194971
2016-10-21,104203.04685782286,-0.057332136520552024
2016-10-24,105157.10193837038,-0.04870132301230068
2016-10-25,104601.31912587563,-0.0537291855577009
2016-10-26,103402.88994495956,-0.06457071763926259
2016-10-27,102399.55033898495,-0.07364738124199677
2016-10-28,102088.50289971184,-0.0764612569765557
2016-10-31,101260.92700852234,-0.08394788256706398
2016-11-01,102261.35107968983,-0.07489759421006781
2016-11-02,102197.23775864238,-0.07547759229260798
2016-11-03,102418.40355829314,-0.07347682649814935
2016-11-04,100960.75339288129,-0.08666338877788837
2016-11-07,100729.60819505052,-0.08875443271914629
2016-11-08,100709.04081574442,-0.0889404945291653
2016-11-09,101015.39543293802,-0.08616907218437542
2016-11-10,95554.80614094684,-0.13556803120179728
2016-11-11,96131.50624298552,-0.1303509414002012
2016-11-14,97159.83984012576,-0.12104817085566066
2016-11-15,96922.10251744963,-0.12319885013802567
2016-11-16,97749.71990663752,-0.11571184913786625
2016-11-17,97438.88210950537,-0.11852382835485609
2016-11-18,99149.35645419967,-0.10305010426836758
2016-11-21,102253.25739888566,-0.07497081330510802
2016-11-22,103668.5922269941,-0.06216705469388972
2016-11-23,106045.71113792842,-0.04066256252616551
2016-11-24,105498.9881179866,-0.045608466092946776
2016-11-25,105766.50562875811,-0.04318838176790396
2016-11-28,105354.97098120047,-0.046911310210584145
2016-11-29,105990.42759257003,-0.041162682466608924
2016-11-30,106657.5723969534,-0.03512738900501211
2016-12-01,106545.32356215733,-0.03614284270301815
2016-12-02,106537.5454123525,-0.03621320736201272
2016-12-05,106988.52819057244,-0.03213341329811481
2016-12-06,107648.43856910754,-0.02616356572282863
2016-12-07,107656.83513465211,-0.026087606595517787
2016-12-08,107315.0932731565,-0.029179157947918255
2016-12-09,107723.9694613715,-0.025480279130121852
2016-12-12,107069.99225688641,-0.03139645253105283
2016-12-13,107072.42557417731,-0.03137443964293729
2016-12-14,107825.68361489674,-0.024560126920752268
2016-12-15,107563.79091695671,-0.02692932664640746
2016-12-16,107281.86214454465,-0.02947978175839361
2016-12-19,107197.72042194442,-0.0302409658145687
2016-12-20,107368.90346842362,-0.02869236659838048
2016-12-21,107733.03924893844,-0.025398229732088273
2016-12-22,107850.70705270041,-0.024333753591347818
2016-12-23,107487.9077801949,-0.027615799802062746
2016-12-26,108036.65518009716,-0.02265158277910395
2016-12-27,107957.75092109042,-0.02336538637218699
2016-12-28,108411.9432060153,-0.01925655765988299
2016-12-29,108696.65632579628,-0.016680914083023857
2016-12-30,108325.76120962048,-0.020036198955043494
2017-01-02,108013.90515247008,-0.022857389812429907
2017-01-03,107488.33968348555,-0.027611892609667676
2017-01-04,106650.00527535312,-0.03519584460747982
2017-01-05,106739.39118149773,-0.03438721929649946
2017-01-06,106566.85532007474,-0.03594805668816525
2017-01-09,106433.76148458039,-0.03715208368479361
2017-01-10,106103.73611968351,-0.04013764231290018
2017-01-11,106631.62201418102,-0.03536214789759895
2017-01-12,106800.15120559372,-0.03383755665393129
2017-01-13,107062.27056971936,-0.031466306403503896
2017-01-16,106618.96161945855,-0.03547667955097866
2017-01-17,106349.51360887363,-0.03791422804995337
2017-01-18,106170.07950784975,-0.03953747003517416
2017-01-19,106145.66819402804,-0.03975830581434703
2017-01-20,106158.48323648132,-0.03964237514769087
2017-01-23,106376.62880269406,-0.03766893175011088
2017-01-24,106436.59646835487,-0.03712643714010733
2017-01-25,106487.16215699556,-0.036668997064085995
2017-01-26,106298.7249457642,-0.038373685253807244
2017-01-27,106062.19791609835,-0.04051341567852762
2017-01-30,105974.8045109795,-0.04130401592458355
2017-01-31,105974.8045109795,-0.04130401592458355
2017-02-01,106677.71633986768,-0.03494515779199425
2017-02-02,106602.76693609759,-0.03562318397694275
2017-02-03,106020.36557607501,-0.04089184993532957
2017-02-06,106320.4234330366,-0.03817739092984451
2017-02-07,106067.60333978986,-0.04046451577246801
2017-02-08,106112.88851773328,-0.040054845583097576
2017-02-09,106155.19355635246,-0.039672135081129545
2017-02-10,105762.58222544567,-0.04322387464771538
2017-02-13,105607.07358841745,-0.04463067607090221
2017-02-14,105808.22325880501,-0.042810985229399745
2017-02-15,105769.59768220206,-0.043160409654787624
2017-02-16,105638.01510571517,-0.04435076511931901
2017-02-17,105935.0752894594,-0.04166342442075888
2017-02-20,105783.52466950624,-0.04303441983239176
2017-02-21,105511.38846302734,-0.04549628696653496
2017-02-22,104988.90430594143,-0.05022291482353092
2017-02-23,104724.35935817964,-0.0526161079999371
2017-02-24,104532.9784082636,-0.054347426580421465
2017-02-27,104706.75458711649,-0.05277536871663946
2017-02-28,104598.45821445143,-0.05375506665562624
2017-03-01,104759.28584098739,-0.052300147249075946
2017-03-02,104996.61437360567,-0.05015316606635445
2017-03-03,105816.65520614339,-0.042734706022388824
2017-03-06,105876.62734100896,-0.042192170981938726
2017-03-07,106597.47054198026,-0.035671097552191
2017-03-08,107104.65818510839,-0.031082848874749658
2017-03-09,106436.08863371794,-0.037131031241783075
2017-03-10,105976.39156199495,-0.04128965874372292
2017-03-13,105980.59165243192,-0.041251662827115676
2017-03-14,105587.41051077648,-0.04480855715929821
2017-03-15,105305.73092560732,-0.047356758010848043
